dataset_name,title,department,categories,resource_name,resource_url,resource_format,date_modified
address-points-apn,Address Points to APN,SanGIS,GIS,Address points,https://seshat.datasd.org/gis_address_points_apn/addrapn_datasd.zip,shp,2026-03-03
address-points-apn,Address Points to APN,SanGIS,GIS,Address points,https://seshat.datasd.org/gis_address_points_apn/addrapn_datasd.topo.json,topojson,2026-03-03
address-points-apn,Address Points to APN,SanGIS,GIS,Address points,https://seshat.datasd.org/gis_address_points_apn/addrapn_datasd.geojson,geojson,2026-03-03
address-points-apn,Address Points to APN,SanGIS,GIS,Address points attribute table,https://seshat.datasd.org/gis_address_points_apn/addrapn_datasd.csv,csv,2026-03-03
address-points-apn,Address Points to APN,SanGIS,GIS,Address points dictionary,https://seshat.datasd.org/gis_address_points_apn/address_apn_dictionary_datasd.csv,csv,2026-03-03
bike-master-plan,Bike Master Plan,Planning,GIS;Transportation;Energy & Environment,Bike Master Plan route lines,https://seshat.datasd.org/gis_bike_master_plan/bike_master_plan_datasd.zip,shp,2026-03-03
bike-master-plan,Bike Master Plan,Planning,GIS;Transportation;Energy & Environment,Bike Master Plan route lines,https://seshat.datasd.org/gis_bike_master_plan/bike_master_plan_datasd.topo.json,topojson,2026-03-03
bike-master-plan,Bike Master Plan,Planning,GIS;Transportation;Energy & Environment,Bike Master Plan route lines,https://seshat.datasd.org/gis_bike_master_plan/bike_master_plan_datasd.geojson,geojson,2026-03-03
bike-master-plan,Bike Master Plan,Planning,GIS;Transportation;Energy & Environment,Bike Master Plan route lines attribute table,https://seshat.datasd.org/gis_bike_master_plan/bike_master_plan_datasd.csv,csv,2026-03-03
bike-master-plan,Bike Master Plan,Planning,GIS;Transportation;Energy & Environment,Bike Master Plan route lines dictionary,https://seshat.datasd.org/gis_bike_master_plan/bike_master_plan_dictionary_datasd.csv,csv,2026-03-03
bike-route-lines,Bike route lines,Transportation,GIS;Transportation;Energy & Environment,Existing bike route lines,https://seshat.datasd.org/gis_bike_routes/bike_routes_datasd.zip,shp,2026-03-03
bike-route-lines,Bike route lines,Transportation,GIS;Transportation;Energy & Environment,Existing bike route lines,https://seshat.datasd.org/gis_bike_routes/bike_routes_datasd.topo.json,topojson,2026-03-03
bike-route-lines,Bike route lines,Transportation,GIS;Transportation;Energy & Environment,Existing bike route lines,https://seshat.datasd.org/gis_bike_routes/bike_routes_datasd.geojson,geojson,2026-03-03
bike-route-lines,Bike route lines,Transportation,GIS;Transportation;Energy & Environment,Existing bike route lines attribute table,https://seshat.datasd.org/gis_bike_routes/bike_routes_datasd.csv,csv,2026-03-03
bike-route-lines,Bike route lines,Transportation,GIS;Transportation;Energy & Environment,Existing bike route lines dictionary,https://seshat.datasd.org/gis_bike_routes/bike_routes_dictionary_datasd.csv,csv,2026-03-03
budget-reference-accounts,Accounts in the City's annual budget,Department of Finance,City Management,Accounts hierarchy,https://seshat.datasd.org/accounts_city_budget/budget_reference_accounts_datasd.csv,csv,2025-07-25
budget-reference-accounts,Accounts in the City's annual budget,Department of Finance,City Management,Accounts hierarchy dictionary,https://seshat.datasd.org/accounts_city_budget/budget_reference_accounts_dictionary_datasd.csv,csv,2025-07-25
budget-reference-depts,Departments in the City's annual budget,Department of Finance,City Management,Departments hierarchy,https://seshat.datasd.org/departments_city_budget/budget_reference_depts_datasd.csv,csv,2025-07-25
budget-reference-depts,Departments in the City's annual budget,Department of Finance,City Management,Departments hierarchy dictionary,https://seshat.datasd.org/departments_city_budget/budget_reference_depts_dictionary_datasd.csv,csv,2025-07-25
budget-reference-funds,Funds in the City's annual budget,Department of Finance,City Management,Funds hierarchy,https://seshat.datasd.org/funds_city_budget/budget_reference_funds_datasd.csv,csv,2025-07-25
budget-reference-funds,Funds in the City's annual budget,Department of Finance,City Management,Funds hierarchy dictionary,https://seshat.datasd.org/funds_city_budget/budget_reference_funds_dictionary_datasd.csv,csv,2025-07-25
budget-reference-projects,Projects in the City's annual budget,Department of Finance,City Management,Project hierarchy,https://seshat.datasd.org/projects_city_budget/budget_reference_projects_datasd.csv,csv,2025-07-25
budget-reference-projects,Projects in the City's annual budget,Department of Finance,City Management,Project hierarchy dictionary,https://seshat.datasd.org/projects_city_budget/budget_reference_projects_dictionary_datasd.csv,csv,2025-07-25
business-improvement-districts,Business improvement districts,Economic Development,GIS;City Management;Economy & Community,Business improvement district,https://seshat.datasd.org/gis_business_improvement_districts/bids_datasd.zip,shp,2026-03-03
business-improvement-districts,Business improvement districts,Economic Development,GIS;City Management;Economy & Community,Business improvement districts,https://seshat.datasd.org/gis_business_improvement_districts/bids_datasd.topo.json,topojson,2026-03-03
business-improvement-districts,Business improvement districts,Economic Development,GIS;City Management;Economy & Community,Business improvement districts,https://seshat.datasd.org/gis_business_improvement_districts/bids_datasd.geojson,geojson,2026-03-03
business-improvement-districts,Business improvement districts,Economic Development,GIS;City Management;Economy & Community,Business improvement districts attribute table,https://seshat.datasd.org/gis_business_improvement_districts/bids_datasd.csv,csv,2026-03-03
business-improvement-districts,Business improvement districts,Economic Development,GIS;City Management;Economy & Community,Business improvement districts dictionary,https://seshat.datasd.org/gis_business_improvement_districts/bids_dictionary_datasd.csv,csv,2026-03-03
business-listings,Business Tax Certificates,City Treasurer,Economy & Community,Active certificates,https://seshat.datasd.org/business_tax_certificates/sd_businesses_active_datasd.csv,csv,2026-03-07
business-listings,Business Tax Certificates,City Treasurer,Economy & Community,Inactive certificates issued since 2015,https://seshat.datasd.org/business_tax_certificates/sd_businesses_inactive_2015tocurr_datasd.csv,csv,2026-03-07
business-listings,Business Tax Certificates,City Treasurer,Economy & Community,Inactive certificates issued 2010 to 2014,https://seshat.datasd.org/business_tax_certificates/sd_businesses_inactive_2010to2015_datasd.csv,csv,2026-03-07
business-listings,Business Tax Certificates,City Treasurer,Economy & Community,Inactive certificates issued 2000 to 2009,https://seshat.datasd.org/business_tax_certificates/sd_businesses_inactive_2000to2010_datasd.csv,csv,2026-03-07
business-listings,Business Tax Certificates,City Treasurer,Economy & Community,Inactive certificates issued 1990 to 1999,https://seshat.datasd.org/business_tax_certificates/sd_businesses_inactive_1990to2000_datasd.csv,csv,2026-03-07
business-listings,Business Tax Certificates,City Treasurer,Economy & Community,Data dictionary,https://seshat.datasd.org/business_tax_certificates/sd_businesses_dictionary_datasd.csv,csv,2026-03-07
candidates-and-ballot-measures-election,Candidates and Ballot Measures Receiving Financial Support,City Clerk,Economy & Community,Candidates and Ballot Measures,https://seshat.datasd.org/election_committees/financial_support_recipients_datasd.csv,csv,2017-06-14
candidates-and-ballot-measures-election,Candidates and Ballot Measures Receiving Financial Support,City Clerk,Economy & Community,Candidates and Ballot Measures Dictionary,https://seshat.datasd.org/election_committees/financial_support_recipients_dictionary_datasd.csv,csv,2017-06-14
capital-actuals-fy,Capital Improvement Projects (CIP) Actuals by fiscal year,Department of Finance,City Management,CIP Actuals,https://seshat.datasd.org/cip_fy_actuals/actuals_capital_fy_datasd.csv,csv,2025-07-25
capital-actuals-fy,Capital Improvement Projects (CIP) Actuals by fiscal year,Department of Finance,City Management,CIP Actuals dictionary,https://seshat.datasd.org/cip_fy_actuals/capital_actuals_fy_dictionary_datasd.csv,csv,2025-07-25
capital-actuals-ptd,Capital Improvement Projects (CIP) Actuals project to date,Department of Finance,City Management,Project-to-date CIP Actuals,https://seshat.datasd.org/cip_ptd_actuals/actuals_capital_ptd_datasd.csv,csv,2025-07-25
capital-actuals-ptd,Capital Improvement Projects (CIP) Actuals project to date,Department of Finance,City Management,Project-to-date CIP Actuals dictionary,https://seshat.datasd.org/cip_ptd_actuals/capital_actuals_ptd_dictionary_datasd.csv,csv,2025-07-25
capital-budget-fy,Capital Improvement Projects (CIP) Budget by fiscal year,Department of Finance,City Management,CIP Budget,https://seshat.datasd.org/cip_fy_budget/budget_capital_fy_datasd.csv,csv,2025-07-25
capital-budget-fy,Capital Improvement Projects (CIP) Budget by fiscal year,Department of Finance,City Management,CIP Budget dictionary,https://seshat.datasd.org/cip_fy_budget/capital_budget_dictionary_datasd.csv,csv,2025-07-25
capital-budget-ptd,Capital Improvement Projects (CIP) Budget project to date,Department of Finance,City Management,Project-to-date CIP Budget,https://seshat.datasd.org/cip_ptd_budget/budget_capital_ptd_datasd.csv,csv,2025-07-25
capital-budget-ptd,Capital Improvement Projects (CIP) Budget project to date,Department of Finance,City Management,Project-to-date CIP Budget dictionary,https://seshat.datasd.org/cip_ptd_budget/capital_budget_ptd_dictionary_datasd.csv,csv,2025-07-25
city-council-districts,City Council districts,IT,GIS;City Management,City Council districts,https://seshat.datasd.org/gis_city_council_districts/council_districts_datasd.zip,shp,2026-03-03
city-council-districts,City Council districts,IT,GIS;City Management,City Council districts,https://seshat.datasd.org/gis_city_council_districts/council_districts_datasd.topo.json,topojson,2026-03-03
city-council-districts,City Council districts,IT,GIS;City Management,City Council districts,https://seshat.datasd.org/gis_city_council_districts/council_districts_datasd.geojson,geojson,2026-03-03
city-council-districts,City Council districts,IT,GIS;City Management,City Council districts attribute table,https://seshat.datasd.org/gis_city_council_districts/council_districts_datasd.csv,csv,2026-03-03
city-council-districts,City Council districts,IT,GIS;City Management,City Council districts dictionary,https://seshat.datasd.org/gis_city_council_districts/council_districts_dictionary_datasd.csv,csv,2026-03-03
city-owned-properties-details,City Owned Properties - Details,Department of Real Estate and Airport Management,City Infrastructure,City Owned Properties - Details,https://seshat.datasd.org/city_owned_properties/city_property_details_datasd.csv,csv,2026-03-07
city-owned-properties-details,City Owned Properties - Details,Department of Real Estate and Airport Management,City Infrastructure,City Owned Properties - Details Dictionary,https://seshat.datasd.org/city_owned_properties/city_property_details_dictionary_datasd.csv,csv,2026-03-07
city-owned-properties-leases,City Owned Properties - Leases,Department of Real Estate and Airport Management,City Infrastructure,City Owned Properties - Leases,https://seshat.datasd.org/city_owned_properties_leases/city_property_leases_datasd.csv,csv,2026-03-07
city-owned-properties-leases,City Owned Properties - Leases,Department of Real Estate and Airport Management,City Infrastructure,City Owned Properties - Leases Dictionary,https://seshat.datasd.org/city_owned_properties_leases/city_property_leases_dictionary_datasd.csv,csv,2026-03-07
city-owned-properties-parcels,City Owned Properties - Parcels,Department of Real Estate and Airport Management,City Infrastructure,City Owned Properties - Parcels,https://seshat.datasd.org/city_owned_properties_parcels/city_property_parcels_datasd.csv,csv,2026-03-07
city-owned-properties-parcels,City Owned Properties - Parcels,Department of Real Estate and Airport Management,City Infrastructure,City Owned Properties - Parcels Dictionary,https://seshat.datasd.org/city_owned_properties_parcels/city_property_parcels_dictionary_datasd.csv,csv,2026-03-07
code-enforcement-violations,Code Enforcement Violations,Development Services,Economy & Community,Code Enforcement Cases 2015 through 2018,https://seshat.datasd.org/code_enforcement_violations/code_enf_past_3_yr_datasd.csv,csv,2018-01-19
code-enforcement-violations,Code Enforcement Violations,Development Services,Economy & Community,Code Enforcement Dictionary,https://seshat.datasd.org/code_enforcement_violations/code_enforcement_dictionary_datasd.csv,csv,2018-01-19
code-enforcement-violations,Code Enforcement Violations,Development Services,Economy & Community,Complaint Type Codes,https://seshat.datasd.org/code_enforcement_violations/complaint_types_datasd.csv,csv,2018-01-19
code-enforcement-violations,Code Enforcement Violations,Development Services,Economy & Community,Code Enforcement Remedies,https://seshat.datasd.org/code_enforcement_violations/code_enf_remedies_datasd.csv,csv,2018-01-19
community-block-grants,Community Development Block Grant (CDBG) areas,Economic Development,GIS;Economy & Community,Census tracts eligible for CDBG,https://seshat.datasd.org/gis_cdbg_census_tracts/block_grants_datasd.zip,shp,2026-03-03
community-block-grants,Community Development Block Grant (CDBG) areas,Economic Development,GIS;Economy & Community,Census tracts eligible for CDBG,https://seshat.datasd.org/gis_cdbg_census_tracts/block_grants_datasd.topo.json,topojson,2026-03-03
community-block-grants,Community Development Block Grant (CDBG) areas,Economic Development,GIS;Economy & Community,Census tracts eligible for CDBG,https://seshat.datasd.org/gis_cdbg_census_tracts/block_grants_datasd.geojson,geojson,2026-03-03
community-block-grants,Community Development Block Grant (CDBG) areas,Economic Development,GIS;Economy & Community,Census tracts eligible for CDBG attribute table,https://seshat.datasd.org/gis_cdbg_census_tracts/block_grants_datasd.csv,csv,2026-03-03
community-block-grants,Community Development Block Grant (CDBG) areas,Economic Development,GIS;Economy & Community,Census tracts eligible for CDBG dictionary,https://seshat.datasd.org/gis_cdbg_census_tracts/block_grants_dictionary_datasd.csv,csv,2026-03-03
community-planning-district-boundaries,Community planning districts,Planning,GIS;City Management;Economy & Community,Community planning districts,https://seshat.datasd.org/gis_community_planning_districts/cmty_plan_datasd.zip,shp,2026-03-03
community-planning-district-boundaries,Community planning districts,Planning,GIS;City Management;Economy & Community,Community planning districts,https://seshat.datasd.org/gis_community_planning_districts/cmty_plan_datasd.topo.json,topojson,2026-03-03
community-planning-district-boundaries,Community planning districts,Planning,GIS;City Management;Economy & Community,Community planning districts,https://seshat.datasd.org/gis_community_planning_districts/cmty_plan_datasd.geojson,geojson,2026-03-03
community-planning-district-boundaries,Community planning districts,Planning,GIS;City Management;Economy & Community,Community planning districts attribute table,https://seshat.datasd.org/gis_community_planning_districts/cmty_plan_datasd.csv,csv,2026-03-03
community-planning-district-boundaries,Community planning districts,Planning,GIS;City Management;Economy & Community,Community planning districts dictionary,https://seshat.datasd.org/gis_community_planning_districts/cmty_plan_dictionary_datasd.csv,csv,2026-03-03
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Cases FY25,https://seshat.datasd.org/cpp_complaints_evaluated/2025_crb_cases_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Allegations FY25,https://seshat.datasd.org/cpp_complaints_allegations/2025_crb_allegations_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Body worn camera details FY25,https://seshat.datasd.org/cpp_complaints_body_worn_camera/2025_crb_cases_bwc_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Complainants FY25,https://seshat.datasd.org/cpp_complaints_complainants/2025_crb_complainants_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Dictionary FY25,https://seshat.datasd.org/cpp_complaints_evaluated/dictionary_FY25.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Cases FY20-FY24,https://seshat.datasd.org/cpp_complaints_evaluated/2024_crb_cases_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Allegations FY20-FY24,https://seshat.datasd.org/cpp_complaints_allegations/2024_crb_allegations_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Body worn camera details FY20-FY24,https://seshat.datasd.org/cpp_complaints_body_worn_camera/2024_crb_cases_bwc_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Complainants FY20-FY24,https://seshat.datasd.org/cpp_complaints_complainants/2024_crb_complainants_datasd.csv,csv,2024-02-14
crb-cases,Complaints Evaluated by the Commission on Police Practices,Commission on Police Practices,Public Safety;City Management,Dictionary,https://seshat.datasd.org/cpp_complaints_evaluated/dictionary.csv,csv,2024-02-14
development-permits-set1,Development Permits legacy data,Development Services,Economy & Community,Active approvals,https://seshat.datasd.org/development_permits_set1/permits_set1_active_datasd.csv,csv,2026-03-06
development-permits-set1,Development Permits legacy data,Development Services,Economy & Community,"Closed approvals, since 2003",https://seshat.datasd.org/development_permits_set1/permits_set1_closed_datasd.csv,csv,2026-03-06
development-permits-set1,Development Permits legacy data,Development Services,Economy & Community,Dictionary,https://seshat.datasd.org/development_permits_set1/permits_set1_datasd_dict.csv,csv,2026-03-06
development-permits-set2,Development Permits,Development Services,Economy & Community,Active approvals,https://seshat.datasd.org/development_permits_set2/permits_set2_active_datasd.csv,csv,2026-03-06
development-permits-set2,Development Permits,Development Services,Economy & Community,Closed approvals,https://seshat.datasd.org/development_permits_set2/permits_set2_closed_datasd.csv,csv,2026-03-06
development-permits-set2,Development Permits,Development Services,Economy & Community,Dictionary,https://seshat.datasd.org/development_permits_set2/permits_set2_datasd_dict.csv,csv,2026-03-06
development-permits-tags,Development Services Department Project Tags,Development Services,Economy & Community,Project tags,https://seshat.datasd.org/development_permits_tags/permits_project_tags_datasd.csv,csv,2026-03-07
development-permits-tags,Development Services Department Project Tags,Development Services,Economy & Community,Dictionary,https://seshat.datasd.org/development_permits_tags/permits_set1_project_tags_datasd_dict.csv,csv,2026-03-07
drinking-water-sample-sites,Drinking Water Sample Sites,Public Utilities,Energy & Environment;City Infrastructure,Sample Sites,https://seshat.datasd.org/drinking_water_sample_sites/sample_sites_datasd.csv,csv,2016-07-05
drinking-water-sample-sites,Drinking Water Sample Sites,Public Utilities,Energy & Environment;City Infrastructure,Sample Sites Dictionary,https://seshat.datasd.org/drinking_water_sample_sites/sample_sites_dictionary_datasd.csv,csv,2016-07-05
enterprise-system-information,Enterprise System Information,Information Technology,City Management,SB 272 Catalog,https://seshat.datasd.org/enterprise_system_information/it_sb272_datasd.csv,csv,2023-07-20
facilities-assessment,Facility Condition Index ratings for City buildings,Real Estate Assets,City Management,FCI ratings,https://seshat.datasd.org/fci_city_buildings/facilities_assessment_datasd.csv,csv,2017-07-17
facilities-assessment,Facility Condition Index ratings for City buildings,Real Estate Assets,City Management,FCI ratings dictionary,https://seshat.datasd.org/fci_city_buildings/facilities_assessment_dictionary_datasd.csv,csv,2017-07-17
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees 2021,https://seshat.datasd.org/election_committees_transactions/financial_support_2021_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees 2020,https://seshat.datasd.org/election_committees_transactions/financial_support_2020_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2019),https://seshat.datasd.org/election_committees_transactions/financial_support_2019_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2018),https://seshat.datasd.org/election_committees_transactions/financial_support_2018_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2017),https://seshat.datasd.org/election_committees_transactions/financial_support_2017_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2016),https://seshat.datasd.org/election_committees_transactions/financial_support_2016_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2015),https://seshat.datasd.org/election_committees_transactions/financial_support_2015_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2014),https://seshat.datasd.org/election_committees_transactions/financial_support_2014_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2013),https://seshat.datasd.org/election_committees_transactions/financial_support_2013_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2012),https://seshat.datasd.org/election_committees_transactions/financial_support_2012_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2011),https://seshat.datasd.org/election_committees_transactions/financial_support_2011_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2010),https://seshat.datasd.org/election_committees_transactions/financial_support_2010_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2009),https://seshat.datasd.org/election_committees_transactions/financial_support_2009_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2008),https://seshat.datasd.org/election_committees_transactions/financial_support_2008_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Financial Transactions Reported by Election Committees (2007),https://seshat.datasd.org/election_committees_transactions/financial_support_2007_datasd.csv,csv,2024-03-12
financial-support-candidates-and-ballot-measures-election,Financial Support for Candidates and Ballot Measures up for Election,City Clerk,Economy & Community,Dictionary,https://seshat.datasd.org/election_committees_transactions/financial_support_dictionary_datasd.csv,csv,2024-03-12
fire-battalion-districts,Fire battalion districts,Fire-Rescue,GIS;Economy & Community,Fire battalion districts,https://seshat.datasd.org/gis_fire_battalion_districts/fire_battalion_districts_datasd.zip,shp,2026-03-03
fire-battalion-districts,Fire battalion districts,Fire-Rescue,GIS;Economy & Community,Fire battalion districts,https://seshat.datasd.org/gis_fire_battalion_districts/fire_battalion_districts_datasd.topo.json,topojson,2026-03-03
