dataset_name,resource_name,url,header_row
police-nibrs,Police NIBRS Crime Offenses - 2024,https://seshat.datasd.org/police_nibrs/pd_nibrs_2024_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
police-nibrs,Police NIBRS Crime Offenses - 2023,https://seshat.datasd.org/police_nibrs/pd_nibrs_2023_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
police-nibrs,Police NIBRS Crime Offenses - 2022,https://seshat.datasd.org/police_nibrs/pd_nibrs_2022_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
police-nibrs,Police NIBRS Crime Offenses - 2021,https://seshat.datasd.org/police_nibrs/pd_nibrs_2021_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
police-nibrs,Police NIBRS Crime Offenses - 2020,https://seshat.datasd.org/police_nibrs/pd_nibrs_2020_datasd.csv,"""objectid"",""nibrs_uniq"",""case_number"",""occured_on"",""approved_on"",""day_of_week"",""month"",""year"",""code_section"",""group_type"",""ibr_category"",""crime_against"",""ibr_offense"",""ibr_offense_description"",""pd_offense_category"",""violent_crime"",""property_crime"",""beat"",""neighborhood"",""service_area"",""division_number"",""division"",""block_addr"",""city"",""state"",""zip"",""geocode_status"",""geocode_score"",""latitude"",""longitude"""
police-ripa-actions-taken,(Deprecated) Actions taken,https://seshat.datasd.org/police_ripa_actions_taken/ripa_actions_taken_datasd.csv,"""UID"",""ID"",""PID"",""ACTION"",""PERSONSEARCHCONSENT"",""PROPERTYSEARCHCONSENT"",""INSERTDATETIME"""
police-ripa-actions-taken,Actions taken - Historic,https://seshat.datasd.org/police_ripa_actions_taken/ripa_actions_taken_historic.csv,"uid,stop_id,pid,action,person_search_consented,property_search_consented"
police-ripa-contraband-evid,Contraband and/or evidence found,https://seshat.datasd.org/police_ripa_contraband_evid/ripa_contraband_evid_datasd.csv,"""UID"",""ID"",""PID"",""CONTRABAND"",""INSERTDATETIME"""
police-ripa-contraband-evid,Contraband and/or evidence found - Historic,https://seshat.datasd.org/police_ripa_contraband_evid/ripa_contraband_evid_historic.csv,"uid,stop_id,pid,contraband"
police-ripa-disability,Disability of persons,https://seshat.datasd.org/police_ripa_disability/ripa_disability_datasd.csv,"""UID"",""ID"",""PID"",""DISABILITY"",""INSERTDATETIME"""
police-ripa-disability,Disability of persons - Historic,https://seshat.datasd.org/police_ripa_disability/ripa_disability_historic.csv,"uid,stop_id,pid,disability"
police-ripa-force-actions,Force Actions,https://seshat.datasd.org/police_ripa_force_actions/ripa_force_actions_datasd.csv,"""UID"",""ID"",""PID"",""FORCEACTIONTAKEN"",""INSERTDATETIME"""
police-ripa-gender,(Deprecated) Gender of persons,https://seshat.datasd.org/police_ripa_gender/ripa_gender_datasd.csv,"""UID"",""ID"",""PID"",""GENDER"",""INSERTDATETIME"""
police-ripa-gender,Gender of persons - Historic,https://seshat.datasd.org/police_ripa_gender/ripa_gender_historic.csv,"uid,stop_id,pid,gender"
police-ripa-nonforce-actions,Non-Force Actions,https://seshat.datasd.org/police_ripa_nonforce_actions/ripa_nonforce_actions_datasd.csv,"""UID"",""ID"",""PID"",""NONFORCEACTIONTAKEN"",""INSERTDATETIME"""
police-ripa-prop-seize-basis,Basis for property seizure,https://seshat.datasd.org/police_ripa_prop_seize_basis/ripa_prop_seize_basis_datasd.csv,"""UID"",""ID"",""PID"",""BASISFORPROPERTYSEIZURE"",""INSERTDATETIME"""
police-ripa-prop-seize-basis,Basis for property seizure - Historic,https://seshat.datasd.org/police_ripa_prop_seize_basis/ripa_prop_seize_basis_historic.csv,"uid,stop_id,pid,basisforpropertyseizure"
police-ripa-prop-seize-type,Property seized,https://seshat.datasd.org/police_ripa_prop_seize_type/ripa_prop_seize_type_datasd.csv,"""UID"",""ID"",""PID"",""TYPEOFPROPERTYSEIZED"",""INSERTDATETIME"""
police-ripa-prop-seize-type,Property seized - Historic,https://seshat.datasd.org/police_ripa_prop_seize_type/ripa_prop_seize_type_historic.csv,"uid,stop_id,pid,type_of_property_seized"
police-ripa-race,Race of persons,https://seshat.datasd.org/police_ripa_race/ripa_race_datasd.csv,"""UID"",""ID"",""PID"",""RACE"",""INSERTDATETIME"""
police-ripa-race,Race of persons - Historic,https://seshat.datasd.org/police_ripa_race/ripa_race_historic.csv,"uid,stop_id,pid,race"
police-ripa-search-basis,Basis for searches conducted,https://seshat.datasd.org/police_ripa_search_basis/ripa_search_basis_datasd.csv,"""UID"",""ID"",""PID"",""BASISFORSEARCH"",""BASISFORSEARCHEXPLANATION"",""INSERTDATETIME"""
police-ripa-search-basis,Basis for searches conducted - Historic,https://seshat.datasd.org/police_ripa_search_basis/ripa_search_basis_historic.csv,"uid,stop_id,pid,basis_for_search,basis_for_search_explanation"
police-ripa-stop-reason,Reason for stop,https://seshat.datasd.org/police_ripa_stop_reason/ripa_stop_reason_datasd.csv,"""UID"",""ID"",""PID"",""REASONFORSTOP"",""REASONFORSTOPCODE"",""REASONFORSTOPCODETEXT"",""REASONFORSTOPDETAIL"",""REASONFORSTOPEXPLANATION"",""INSERTDATETIME"""
police-ripa-stop-reason,Reason for stop - Historic,https://seshat.datasd.org/police_ripa_stop_reason/ripa_stop_reason_historic.csv,"uid,stop_id,pid,reason_for_stop,reason_for_stopcode,reason_for_stop_code_text,reason_for_stop_detail,reason_for_stop_explanation"
police-ripa-stop-result,Result of stop,https://seshat.datasd.org/police_ripa_stop_result/ripa_stop_result_datasd.csv,"""UID"",""ID"",""PID"",""RESULTKEY"",""RESULT"",""CODE"",""RESULTTEXT"",""INSERTDATETIME"""
police-ripa-stop-result,Result of stop - Historic,https://seshat.datasd.org/police_ripa_stop_result/ripa_stop_result_historic.csv,"uid,stop_id,pid,resultkey,result,code,resulttext"
police-ripa-stops,Stop details,https://seshat.datasd.org/police_ripa_stops/ripa_stops_datasd.csv,"""UID"",""ID"",""ORI"",""AGENCY"",""EXPYEARS"",""STOPDATE"",""STOPTIME"",""STOPDURATION"",""STOPINRESPONSETOCFS"",""STOPMADEDURINGWELFARECHECK"",""STOPTYPE"",""OFFICERASSIGNMENTKEY"",""ASSIGNMENT"",""INTERSECTION"",""BLOCK"",""LANDMARK"",""STREET"",""HIGHWAYEXIT"",""ISSCHOOL"",""SCHOOLNAME"",""CITYNAME"",""BEAT"",""BEATNAME"",""PID"",""ISSTUDENT"",""PERCEIVEDLIMITEDENGLISH"",""PERCEIVEDAGE"",""PERCEIVEDGENDER"",""NONBINARYPERSON"",""PERCEIVEDUNHOUSED"",""PERCEIVEDSEXUALORIENTATION"",""PASSENGERINVEHICLE"",""INSIDERESIDENCE"""
police-ripa-stops,Stop details - Historic,https://seshat.datasd.org/police_ripa_stops/ripa_stops_historic.csv,"uid,stop_id,ori,agency,exp_years,date_stop,time_stop,stopduration,stop_in_response_to_cfs,officer_assignment_key,assignment,intersection,address_block,land_mark,address_street,highway_exit,isschool,school_name,address_city,beat,beat_name,pid,isstudent,perceived_limited_english,perceived_age,perceived_gender,gender_nonconforming,perceived_lgbt"
police-vehicle-stops-search-details,Vehicle Stops Search Details (2017 - June 2018),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2017_datasd.csv,"""stop_id"",""search_details_id"",""search_details_type"",""search_details_description"""
police-vehicle-stops-search-details,Vehicle Stops Search Details (2016),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2016_datasd.csv,"stop_id,search_details_id,search_details_type,search_details_description"
police-vehicle-stops-search-details,Vehicle Stops Search Details (2015),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2015_datasd.csv,"stop_id,search_details_id,search_details_type,search_details_description"
police-vehicle-stops-search-details,Vehicle Stops Search Details (2014),https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_2014_datasd.csv,"stop_id,search_details_id,search_details_type,search_details_description"
police-vehicle-stops-search-details,Vehicle Stops Search Details Description List,https://seshat.datasd.org/police_vehicle_stops_search_details/vehicle_stops_search_details_description_list.csv,"search_details_type,search_details_description"
police-vehicle-stops,"Vehicle Stops (Oct 2017 - June 2018, new format)",https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_final_datasd.csv,"""stop_id"",""stop_cause"",""service_area"",""subject_race"",""subject_sex"",""subject_age"",""date_time"",""sd_resident"",""arrested"",""searched"",""obtained_consent"",""contraband_found"",""property_seized"",""action"",""search_type"",""search_basis"""
police-vehicle-stops,"Vehicle Stops (2017 - June 2018, old format)",https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2017_datasd.csv,"""stop_id"",""stop_cause"",""service_area"",""subject_race"",""subject_sex"",""subject_age"",""date_time"",""date_stop"",""time_stop"",""sd_resident"",""arrested"",""searched"",""obtained_consent"",""contraband_found"",""property_seized"""
police-vehicle-stops,Vehicle Stops (2016),https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2016_datasd.csv,"""stop_id"",""stop_cause"",""service_area"",""subject_race"",""subject_sex"",""subject_age"",""date_time"",""date_stop"",""time_stop"",""sd_resident"",""arrested"",""searched"",""obtained_consent"",""contraband_found"",""property_seized"""
police-vehicle-stops,Vehicle Stops (2015),https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2015_datasd.csv,"""stop_id"",""stop_cause"",""service_area"",""subject_race"",""subject_sex"",""subject_age"",""date_time"",""date_stop"",""time_stop"",""sd_resident"",""arrested"",""searched"",""obtained_consent"",""contraband_found"",""property_seized"""
police-vehicle-stops,Vehicle Stops (2014),https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_2014_datasd.csv,"stop_id,stop_cause,service_area,subject_race,subject_sex,subject_age,date_time,date_stop,time_stop,sd_resident,arrested,searched,obtained_consent,contraband_found,property_seized"
police-vehicle-stops,Vehicle Stops Race Codes,https://seshat.datasd.org/police_vehicle_stops/vehicle_stops_race_codes.csv,"Race Code,Description"
promise-zone,Promise Zone boundary attribute table,https://seshat.datasd.org/gis_promise_zone/promise_zone_datasd.csv,"""objectid"",""juris"",""name"""
public-art,Locations of artwork,https://seshat.datasd.org/civic_art_collection/public_art_locations_datasd.csv,"""accession_number"",""status"",""artwork_title"",""artist"",""location"",""lat"",""lng"""
recreation-center-locations,Recreation center points attribute table,https://seshat.datasd.org/gis_recreation_center/rec_centers_datasd.csv,"""objectid"",""rec_bldg"",""park_name"",""fac_nm_id"",""address"",""zip"",""sq_ft"",""year_built"",""serv_dist"",""adult_ctr"",""comfort_st"",""comp_room"",""dance_rm"",""game_room"",""gymnasium"",""kiln"",""kiln_room"",""kitchen"",""multi_purp"",""racquetbll"",""stage"",""teen_ctr"",""tinytot_rm"",""weight_rm"",""cd"",""neighborhd"",""lat"",""lng"""
revolving-loan-fund-coverage,Revolving Loan Fund coverage boundaries attribute table,https://seshat.datasd.org/gis_revolving_loan_fund_coverage/rev_loan_datasd.csv,"""objectid"""
right-of-way,Right-of-way parcels attribute table,https://seshat.datasd.org/gis_row/right_of_way_datasd.csv,"""objectid"",""parcelid"",""pending"",""multi"",""sub_type"",""adddate"",""postdate"""
roads-lines,Roads lines attribute table,https://seshat.datasd.org/gis_roads_all/roads_datasd.csv,"""objectid"",""roadsegid"",""roadid"",""fnode"",""tnode"",""rd20full"",""rd30full"",""speed"",""oneway"",""firedriv"",""funclass"",""segclass"",""segstat"",""dedstat"",""subdivid"",""rightway"",""carto"",""obmh"",""postdate"",""addsegdt"",""min_addr"",""max_addr"",""f_level"",""t_level"",""l_block"",""r_block"",""l_tract"",""r_tract"",""l_beat"",""r_beat"",""l_psblock"",""r_psblock"",""wgs_from_x"",""wgs_from_y"",""wgs_to_x"",""wgs_to_y"",""nad_from_x"",""nad_from_y"",""nad_to_x"",""nad_to_y"",""rd20pred"",""rd20name"",""rd20sfx"",""rd30pred"",""rd30name"",""rd30sfx"""
rtax-accounts,Paid accounts,https://seshat.datasd.org/rtax_accounts/rtax_accounts_datasd.csv,"""account_key"",""assessor_parcel_no"",""property_address"",""city"",""zip"""
san-diego-boundary,San Diego boundary attribute table,https://seshat.datasd.org/gis_city_boundary/san_diego_boundary_datasd.csv,"""objectid"",""code"""
special-events,Special Events List,https://seshat.datasd.org/special_events/special_events_list_datasd.csv,"""event_title"",""event_id"",""event_subtitle"",""event_type"",""event_desc"",""event_loc"",""date_event_start"",""date_event_end"",""exp_attendance"",""exp_participants"",""event_host"",""event_url"",""address_full"",""lat"",""lng"""
street-sweeping-schedule,Street Sweeping schedule by street attribute table,https://seshat.datasd.org/gis_street_sweeping/street_sweeping_datasd.csv,"""objectid"",""sapid"",""rd20full"",""llowaddr"",""lhighaddr"",""rlowaddr"",""rhighaddr"",""xstrt1"",""xstrt2"",""cdcode"",""cpcode"",""zip"",""posted"",""schedule"",""schedule2"""
streets-overall-condition-index,Pavement Condition Assessment (2023),https://seshat.datasd.org/pavement_condition_assessment/pavement_condition_assessment_2023_datasd.csv,"seg_id,pci,pci_desc"
streets-overall-condition-index,Pavement Condition Assessment (2016),https://seshat.datasd.org/pavement_condition_assessment/pavement_condition_assessment_2016_datasd.csv,"seg_id,pci,pci_desc"
streets-repair-projects,Streets Repair Projects,https://seshat.datasd.org/streets_repair_projects/sd_paving_datasd.csv,"""task_id"",""iamfloc"",""pve_id"",""wo_id"",""title"",""project_manager"",""project_manager_phone"",""status"",""project_type"",""resident_engineer"",""address_street"",""street_from"",""street_to"",""council_district"",""community_planning_area"",""funclass"",""length"",""width"",""date_moratorium"",""date_start"",""date_end"",""paving_miles"""
streets-repair-segments,Street segment attribute table,https://seshat.datasd.org/gis_streets_repair_segs/sd_paving_segs_datasd.csv,"""objectid"",""roadsegid"",""iamfloc"",""rd20full"",""xstrt1"",""xstrt2"",""llowaddr"",""lhighaddr"",""rlowaddr"",""rhighaddr"",""zip"",""pwidth"",""pav_length"",""paveclass"",""funclass"",""cpname"",""pci23"",""pci23_d"""
stro-licenses,Active licenses,https://seshat.datasd.org/stro_licenses/stro_licenses_datasd.csv,"""license_id"",""address"",""street_number"",""street_number_fraction"",""street_direction"",""street_name"",""street_type"",""unit_type"",""unit_number"",""city"",""state"",""zip"",""tier"",""community_planning_area"",""date_expiration"",""rtax_no"",""tot_no"",""longitude"",""latitude"",""local_contact_contact_name"",""local_contact_phone"",""host_contact_name"",""council_district"""
stro-licenses,Tier definitions,https://seshat.datasd.org/stro_licenses/stro_licenses_tier_definitions_datasd.csv,"﻿Tier,Number of aggregate rental days per year required,Host must reside onsite at least 275 days per year,City of San Diego Community Planning Area"
tot-establishments,Active certificates,https://seshat.datasd.org/tot_establishments/tot_establishments_datasd.csv,"""certificate_no"",""status"",""certificate_type"",""property_address"",""property_city"",""property_state"",""property_zip"",""date_created"""
traffic-volumes,Traffic Counts,https://seshat.datasd.org/traffic_adt_counts/traffic_counts_datasd.csv,"""id"",""street_name"",""limits"",""northbound_count"",""southbound_count"",""eastbound_count"",""westbound_count"",""total_count"",""file_no"",""date_count"""
transit-routes,Transit routes attribute table,https://seshat.datasd.org/gis_transit_routes/transit_routes_datasd.csv,"""objectid"",""route_id"",""shape_id"",""rteshpname"",""short_name"",""long_name"",""route_type"",""rte_type_t"",""agency_id"",""route_url"",""hex_color"""
transit-stops,Transit Stops Attribute Table,https://seshat.datasd.org/gis_transit_stops/transit_stops_datasd.csv,"""objectid"",""stop_uid"",""stop_id"",""stop_code"",""stop_name"",""stop_lat"",""stop_lon"",""stop_agncy"",""wheelchair"",""intersec"",""stop_place"",""parent_sta"",""lat"",""lng"""
zoning,Zoning attribute table,https://seshat.datasd.org/gis_zoning/zoning_datasd.csv,"""objectid"",""zone_name"",""imp_date"",""ordnum"""
